edad,trabajo,estado civil,educación,incumplimiento,saldo,vivienda,préstamo,contacto,día,mes,duración,campaña,días,anterior,resultado,y
41,management,soltero,terciaria,no,-24,sí,no,celular,2,feb,437,1,-1,0,desconocido,no
44,unemployed,soltero,terciaria,no,7822,sí,no,teléfono,2,feb,20,1,-1,0,desconocido,no
59,blue-collar,casado,primaria,no,0,no,no,celular,2,feb,173,1,-1,0,desconocido,no
37,management,casado,secundaria,no,10,no,sí,celular,2,feb,164,1,250,2,fracaso,no
34,unemployed,divorciado,terciaria,no,182,sí,no,celular,2,feb,170,1,-1,0,desconocido,no
40,blue-collar,casado,primaria,no,418,no,no,celular,2,feb,84,2,-1,0,desconocido,no
36,services,casado,secundaria,no,145,sí,no,celular,2,feb,109,1,252,2,otro,no
41,blue-collar,divorciado,secundaria,no,-224,sí,no,celular,2,feb,108,2,-1,0,desconocido,no
36,management,casado,terciaria,no,853,sí,sí,celular,2,feb,408,1,-1,0,desconocido,no
54,unemployed,divorciado,secundaria,no,6745,no,no,celular,2,feb,39,1,-1,0,desconocido,no
38,self-employed,casado,secundaria,no,290,sí,no,celular,2,feb,123,1,258,1,fracaso,no
46,housemaid,casado,primaria,no,0,no,no,teléfono,2,feb,161,1,-1,0,desconocido,no
38,management,casado,terciaria,no,661,sí,no,celular,2,feb,366,1,-1,0,desconocido,no
55,management,casado,primaria,no,621,no,sí,celular,2,feb,114,1,208,1,fracaso,no
33,management,soltero,terciaria,no,474,sí,no,celular,2,feb,62,1,179,3,fracaso,no
36,admin.,casado,secundaria,no,131,sí,no,celular,2,feb,83,1,-1,0,desconocido,no
40,technician,casado,secundaria,no,504,sí,no,celular,2,feb,96,1,266,1,fracaso,no
46,blue-collar,divorciado,primaria,no,216,no,no,celular,2,feb,173,1,-1,0,desconocido,no
83,retired,casado,primaria,no,425,no,no,teléfono,2,feb,912,1,-1,0,desconocido,no
46,admin.,casado,primaria,no,469,sí,no,celular,2,feb,75,1,264,10,otro,no
38,technician,casado,secundaria,no,201,sí,no,celular,2,feb,43,1,-1,0,desconocido,no
36,unemployed,divorciado,secundaria,no,1366,no,sí,celular,2,feb,131,1,-1,0,desconocido,no
59,blue-collar,casado,secundaria,no,410,sí,no,celular,2,feb,136,1,-1,0,desconocido,no
30,management,soltero,terciaria,no,45,no,no,teléfono,2,feb,211,2,-1,0,desconocido,no
31,technician,soltero,secundaria,no,775,no,no,celular,2,feb,361,1,-1,0,desconocido,no
34,management,casado,terciaria,no,490,sí,no,celular,2,feb,491,1,-1,0,desconocido,no
35,services,casado,secundaria,no,-50,no,no,celular,2,feb,71,1,-1,0,desconocido,no
29,admin.,soltero,secundaria,no,1027,sí,no,celular,2,feb,177,1,-1,0,desconocido,sí
55,self-employed,divorciado,secundaria,no,1530,no,no,celular,2,feb,166,1,216,1,otro,no
34,admin.,casado,secundaria,no,50,sí,no,celular,2,feb,173,1,258,2,fracaso,no
31,services,soltero,secundaria,no,125,no,no,celular,2,feb,360,1,-1,0,desconocido,no
32,management,soltero,terciaria,no,207,sí,no,celular,2,feb,56,1,-1,0,desconocido,no
32,admin.,casado,secundaria,no,56,sí,no,celular,2,feb,275,1,258,1,otro,no
37,blue-collar,casado,secundaria,no,-67,no,no,celular,2,feb,157,1,-1,0,desconocido,no
36,admin.,casado,secundaria,no,0,sí,no,celular,2,feb,236,2,252,1,otro,no
41,housemaid,casado,primaria,no,1332,no,no,teléfono,2,feb,122,3,-1,0,desconocido,no
42,blue-collar,casado,primaria,no,1455,sí,no,celular,2,feb,279,2,269,2,otro,no
40,services,casado,secundaria,no,683,sí,no,celular,2,feb,299,2,-1,0,desconocido,no
39,management,soltero,terciaria,no,-145,sí,no,celular,2,feb,268,2,196,2,fracaso,no
52,unemployed,casado,primaria,no,3175,no,no,celular,2,feb,165,1,-1,0,desconocido,no
45,management,casado,terciaria,no,474,sí,sí,celular,2,feb,190,4,264,4,fracaso,no
60,retired,casado,primaria,no,174,sí,sí,celular,2,feb,157,2,252,1,fracaso,no
40,management,casado,terciaria,no,543,sí,no,celular,2,feb,349,2,262,275,otro,no
36,management,casado,terciaria,no,82,no,no,celular,2,feb,124,1,178,4,éxito,no
57,admin.,casado,secundaria,no,11,no,no,celular,2,feb,261,1,265,3,fracaso,no
34,technician,casado,terciaria,no,-624,no,no,teléfono,2,feb,20,8,-1,0,desconocido,no
37,management,casado,primaria,no,1404,sí,no,celular,2,feb,97,1,-1,0,desconocido,no
49,admin.,casado,secundaria,no,359,sí,no,celular,2,feb,231,2,271,1,fracaso,no
37,management,casado,terciaria,no,59,sí,sí,teléfono,2,feb,319,1,213,1,fracaso,no
38,entrepreneur,casado,terciaria,no,136,sí,sí,celular,2,feb,113,2,-1,0,desconocido,no
41,admin.,casado,secundaria,no,437,sí,no,celular,2,feb,138,1,-1,0,desconocido,no
46,services,divorciado,desconocido,no,973,no,no,celular,2,feb,297,1,-1,0,desconocido,no
32,management,casado,terciaria,no,55,no,no,celular,2,feb,124,3,-1,0,desconocido,no
38,blue-collar,casado,primaria,no,489,sí,no,celular,2,feb,218,1,-1,0,desconocido,no
40,services,divorciado,secundaria,no,687,sí,no,celular,2,feb,531,1,208,1,éxito,sí
44,management,casado,secundaria,no,991,no,no,celular,2,feb,194,1,-1,0,desconocido,no
48,admin.,soltero,secundaria,no,303,sí,sí,celular,2,feb,142,1,189,4,fracaso,no
35,management,soltero,terciaria,no,688,no,no,celular,2,feb,504,1,-1,0,desconocido,no
28,management,soltero,terciaria,no,224,sí,no,celular,2,feb,97,3,-1,0,desconocido,no
31,technician,soltero,terciaria,no,1625,no,no,celular,2,feb,158,1,-1,0,desconocido,no
33,management,soltero,terciaria,no,1021,no,no,celular,2,feb,734,1,-1,0,desconocido,no
43,management,casado,secundaria,sí,16,no,no,celular,2,feb,154,2,-1,0,desconocido,no
60,retired,casado,terciaria,no,2557,sí,no,celular,2,feb,415,1,-1,0,desconocido,sí
31,admin.,soltero,secundaria,no,338,no,no,celular,2,feb,155,2,-1,0,desconocido,no
29,management,soltero,terciaria,no,29,no,no,celular,2,feb,144,1,-1,0,desconocido,no
27,student,soltero,secundaria,no,1625,no,no,celular,2,feb,180,5,-1,0,desconocido,no
36,blue-collar,casado,secundaria,no,-42,no,sí,celular,2,feb,521,2,193,2,otro,no
33,management,soltero,terciaria,no,5437,no,no,celular,2,feb,78,1,-1,0,desconocido,no
33,admin.,casado,secundaria,no,3519,no,no,celular,2,feb,161,1,-1,0,desconocido,no
45,housemaid,casado,terciaria,no,40,sí,no,celular,2,feb,68,1,-1,0,desconocido,no
43,management,casado,terciaria,no,0,no,no,celular,2,feb,319,2,-1,0,desconocido,no
34,blue-collar,casado,secundaria,no,7,sí,sí,celular,2,feb,171,2,193,2,otro,no
43,technician,soltero,secundaria,no,257,sí,no,celular,2,feb,64,2,-1,0,desconocido,no
53,admin.,divorciado,secundaria,no,372,no,sí,celular,2,feb,126,2,-1,0,desconocido,no
59,management,casado,terciaria,no,3401,no,no,celular,2,feb,111,1,-1,0,desconocido,no
46,management,casado,terciaria,no,5261,no,no,celular,2,feb,215,1,-1,0,desconocido,no
35,services,divorciado,secundaria,no,6,no,no,celular,2,feb,111,1,-1,0,desconocido,no
26,student,soltero,secundaria,no,2469,no,no,celular,2,feb,406,1,-1,0,desconocido,no
49,self-employed,casado,terciaria,no,147,no,sí,celular,2,feb,559,1,189,4,fracaso,no
40,management,casado,terciaria,no,0,sí,no,celular,2,feb,279,1,-1,0,desconocido,no
53,technician,soltero,terciaria,no,-167,sí,sí,celular,2,feb,289,1,-1,0,desconocido,no
61,housemaid,soltero,desconocido,no,893,no,no,teléfono,2,feb,324,1,-1,0,desconocido,no
36,unemployed,casado,secundaria,no,608,sí,no,celular,2,feb,114,1,263,3,otro,no
32,management,casado,terciaria,no,141,no,no,celular,2,feb,64,2,-1,0,desconocido,no
42,management,casado,secundaria,no,0,sí,sí,celular,2,feb,854,1,-1,0,desconocido,no
31,management,soltero,terciaria,no,630,no,no,celular,2,feb,70,2,-1,0,desconocido,no
28,student,soltero,secundaria,no,689,no,no,celular,2,feb,36,1,-1,0,desconocido,no
35,services,casado,secundaria,no,630,sí,no,celular,2,feb,134,1,271,2,fracaso,no
28,unemployed,soltero,terciaria,no,0,no,no,teléfono,2,feb,39,1,-1,0,desconocido,no
38,management,casado,terciaria,no,1308,sí,no,celular,2,feb,626,1,-1,0,desconocido,sí
57,admin.,casado,secundaria,no,567,sí,no,celular,2,feb,87,2,265,3,otro,no
33,entrepreneur,casado,terciaria,no,606,sí,no,celular,2,feb,194,1,-1,0,desconocido,no
58,retired,casado,secundaria,no,1227,no,no,celular,2,feb,277,1,-1,0,desconocido,no
26,student,soltero,secundaria,no,5569,no,no,celular,2,feb,236,1,-1,0,desconocido,no
41,management,casado,secundaria,no,0,sí,no,celular,2,feb,154,2,264,1,otro,no
45,management,casado,terciaria,no,3857,sí,no,celular,2,feb,195,1,-1,0,desconocido,no
43,blue-collar,casado,secundaria,no,1109,sí,no,celular,2,feb,115,3,264,2,fracaso,no
60,blue-collar,casado,secundaria,no,272,no,no,celular,2,feb,421,1,-1,0,desconocido,no
33,management,casado,terciaria,no,73,sí,no,celular,2,feb,214,1,-1,0,desconocido,no
58,retired,casado,secundaria,no,158,sí,sí,celular,2,feb,156,5,-1,0,desconocido,no
45,unemployed,casado,primaria,no,0,sí,no,celular,2,feb,570,2,-1,0,desconocido,no
38,admin.,divorciado,secundaria,no,485,sí,no,celular,2,feb,252,1,-1,0,desconocido,no
29,management,soltero,terciaria,no,642,no,no,celular,2,feb,156,3,-1,0,desconocido,no
32,blue-collar,soltero,secundaria,no,2142,no,no,celular,2,feb,406,1,-1,0,desconocido,no
41,services,divorciado,secundaria,no,840,sí,no,celular,2,feb,938,1,-1,0,desconocido,sí
27,blue-collar,casado,primaria,no,0,no,no,teléfono,2,feb,45,1,-1,0,desconocido,no
29,blue-collar,casado,secundaria,no,1074,no,no,celular,2,feb,153,1,-1,0,desconocido,no
48,blue-collar,divorciado,secundaria,sí,-535,sí,no,celular,2,feb,115,2,187,2,fracaso,no
39,management,casado,desconocido,no,1253,no,no,celular,2,feb,337,1,-1,0,desconocido,no
58,management,divorciado,terciaria,no,5701,no,no,celular,2,feb,521,1,-1,0,desconocido,sí
27,admin.,soltero,terciaria,no,43,no,no,celular,2,feb,95,3,-1,0,desconocido,no
48,services,casado,secundaria,no,22,no,no,celular,2,feb,429,2,-1,0,desconocido,no
40,services,casado,secundaria,no,809,no,no,celular,2,feb,114,1,-1,0,desconocido,no
31,unemployed,soltero,primaria,no,1,no,no,celular,2,feb,19,6,-1,0,desconocido,no
52,services,casado,secundaria,no,416,sí,no,celular,2,feb,198,2,-1,0,desconocido,no
43,blue-collar,casado,secundaria,no,597,sí,no,celular,2,feb,87,1,263,1,fracaso,no
38,technician,soltero,secundaria,no,103,sí,no,celular,2,feb,159,1,187,3,fracaso,no
31,services,divorciado,secundaria,no,139,no,no,celular,2,feb,178,1,-1,0,desconocido,no
31,management,soltero,secundaria,no,783,sí,no,celular,2,feb,221,2,272,1,fracaso,no
53,technician,casado,secundaria,no,4930,no,sí,celular,2,feb,228,2,-1,0,desconocido,no
32,management,soltero,secundaria,no,453,sí,no,celular,2,feb,544,1,269,2,fracaso,no
75,retired,divorciado,primaria,no,46,no,no,celular,2,feb,294,1,-1,0,desconocido,no
37,technician,casado,secundaria,no,494,sí,no,celular,2,feb,247,2,269,3,fracaso,no
75,retired,casado,primaria,no,3324,no,no,celular,2,feb,149,1,-1,0,desconocido,no
60,services,casado,secundaria,no,292,no,sí,celular,2,feb,260,5,195,4,fracaso,no
61,management,casado,terciaria,no,6016,no,no,celular,2,feb,670,3,-1,0,desconocido,sí
30,technician,soltero,secundaria,no,57,no,no,celular,2,feb,465,2,-1,0,desconocido,no
48,blue-collar,soltero,primaria,no,8990,no,no,teléfono,2,feb,1790,2,-1,0,desconocido,sí
32,admin.,soltero,terciaria,no,2004,no,no,celular,2,feb,141,1,75,1,fracaso,no
26,blue-collar,soltero,secundaria,no,494,no,no,celular,2,feb,237,1,-1,0,desconocido,no
38,management,casado,terciaria,no,1187,sí,sí,celular,2,feb,157,1,-1,0,desconocido,no
29,blue-collar,casado,secundaria,no,321,sí,sí,celular,2,feb,102,2,-1,0,desconocido,no
36,management,casado,terciaria,no,630,no,no,celular,2,feb,285,1,-1,0,desconocido,sí
42,unemployed,soltero,secundaria,no,1523,sí,no,celular,2,feb,736,1,-1,0,desconocido,no
57,management,casado,secundaria,no,123,no,no,celular,2,feb,154,2,-1,0,desconocido,no
37,management,soltero,terciaria,no,230,sí,sí,celular,2,feb,120,2,272,1,fracaso,no
45,admin.,casado,secundaria,no,1214,sí,no,celular,2,feb,150,2,189,2,fracaso,no
26,services,soltero,secundaria,no,37,no,sí,celular,2,feb,219,5,-1,0,desconocido,no
35,technician,casado,terciaria,no,1526,sí,no,celular,2,feb,236,2,217,4,fracaso,no
41,services,divorciado,secundaria,no,-376,sí,no,celular,2,feb,421,3,238,9,otro,no
33,admin.,casado,secundaria,no,482,sí,no,celular,2,feb,249,1,-1,0,desconocido,no
31,management,casado,terciaria,no,4015,sí,no,celular,2,feb,95,2,241,3,otro,no
31,management,soltero,terciaria,no,1017,no,no,celular,2,feb,83,1,-1,0,desconocido,no
38,unemployed,soltero,secundaria,no,2876,no,no,celular,2,feb,245,2,-1,0,desconocido,no
39,admin.,divorciado,secundaria,no,442,sí,no,celular,2,feb,204,2,257,2,otro,no
56,entrepreneur,casado,secundaria,no,5838,no,no,celular,2,feb,116,2,230,2,fracaso,no
35,admin.,casado,terciaria,no,1145,sí,no,celular,2,feb,82,2,-1,0,desconocido,no
33,blue-collar,soltero,secundaria,no,123,no,no,celular,2,feb,175,2,-1,0,desconocido,no
31,management,soltero,terciaria,no,3283,no,no,celular,2,feb,258,1,73,1,fracaso,sí
46,management,divorciado,terciaria,no,665,sí,no,celular,2,feb,158,2,207,1,otro,no
31,technician,casado,secundaria,no,671,no,no,celular,2,feb,119,2,175,2,fracaso,no
30,self-employed,soltero,terciaria,no,432,sí,no,celular,2,feb,402,1,-1,0,desconocido,sí
57,technician,casado,secundaria,no,589,sí,no,celular,2,feb,223,1,76,4,fracaso,no
26,technician,soltero,terciaria,no,15161,no,no,celular,2,feb,280,1,-1,0,desconocido,sí
32,admin.,soltero,secundaria,no,613,sí,no,celular,2,feb,88,1,-1,0,desconocido,no
54,management,divorciado,terciaria,no,2037,no,no,celular,2,feb,96,1,-1,0,desconocido,no
55,retired,casado,secundaria,no,-185,no,sí,teléfono,2,feb,463,2,-1,0,desconocido,no
67,retired,casado,terciaria,no,2841,no,no,celular,2,feb,62,1,-1,0,desconocido,no
53,management,casado,terciaria,no,1759,no,no,celular,2,feb,220,3,-1,0,desconocido,no
30,admin.,soltero,secundaria,no,3156,no,no,celular,2,feb,170,1,-1,0,desconocido,no
29,admin.,soltero,secundaria,no,-498,sí,no,celular,2,feb,99,3,227,14,fracaso,no
46,technician,casado,desconocido,no,304,no,no,celular,2,feb,202,2,-1,0,desconocido,no
26,self-employed,soltero,terciaria,no,458,sí,sí,celular,2,feb,117,7,-1,0,desconocido,no
37,technician,soltero,terciaria,no,-1,sí,no,celular,2,feb,223,2,200,7,otro,no
38,admin.,soltero,secundaria,no,569,sí,sí,celular,2,feb,164,2,272,2,fracaso,no
28,management,soltero,terciaria,no,233,no,no,teléfono,2,feb,51,2,-1,0,desconocido,no
41,management,soltero,terciaria,no,601,sí,sí,celular,2,feb,457,2,-1,0,desconocido,no
49,unemployed,casado,primaria,no,157,sí,no,celular,2,feb,131,2,-1,0,desconocido,no
36,management,soltero,desconocido,no,601,no,no,celular,2,feb,237,2,-1,0,desconocido,no
40,entrepreneur,divorciado,secundaria,no,1247,sí,no,celular,2,feb,445,2,-1,0,desconocido,no
43,admin.,soltero,secundaria,no,-247,sí,sí,celular,2,feb,751,2,76,4,fracaso,sí
34,technician,casado,secundaria,no,4,sí,no,celular,2,feb,105,2,263,1,fracaso,no
42,management,casado,terciaria,no,477,sí,no,celular,2,feb,413,2,242,3,fracaso,no
39,services,casado,secundaria,no,52,no,no,teléfono,2,feb,1420,3,-1,0,desconocido,sí
33,unemployed,soltero,terciaria,no,617,no,no,celular,2,feb,620,2,-1,0,desconocido,no
53,technician,casado,secundaria,no,598,no,no,celular,2,feb,340,3,264,2,fracaso,no
27,technician,soltero,desconocido,no,0,sí,no,celular,2,feb,168,1,-1,0,desconocido,no
39,entrepreneur,casado,terciaria,no,4,sí,sí,celular,2,feb,871,4,-1,0,desconocido,no
55,unemployed,casado,secundaria,no,1339,no,no,celular,2,feb,299,2,-1,0,desconocido,no
49,blue-collar,casado,primaria,no,4,sí,sí,celular,2,feb,161,2,-1,0,desconocido,no
47,technician,casado,secundaria,no,1167,sí,no,celular,2,feb,139,3,73,2,éxito,no
57,retired,casado,secundaria,no,485,no,no,celular,2,feb,79,2,187,2,fracaso,no
83,retired,casado,terciaria,no,6236,no,no,celular,2,feb,283,2,-1,0,desconocido,no
39,blue-collar,casado,primaria,no,541,sí,no,celular,2,feb,361,2,258,1,otro,no
70,management,casado,terciaria,no,13297,no,no,celular,2,feb,579,2,-1,0,desconocido,no
35,blue-collar,casado,primaria,no,526,sí,no,celular,2,feb,914,2,-1,0,desconocido,no
29,management,casado,secundaria,no,-420,sí,no,celular,2,feb,77,3,-1,0,desconocido,no
48,blue-collar,soltero,primaria,no,623,sí,no,celular,2,feb,1425,2,-1,0,desconocido,sí
32,management,soltero,terciaria,no,739,sí,no,celular,2,feb,266,2,-1,0,desconocido,no
31,management,divorciado,terciaria,no,0,no,no,celular,2,feb,269,2,-1,0,desconocido,no
21,student,soltero,secundaria,no,948,no,no,teléfono,2,feb,77,2,-1,0,desconocido,no
46,blue-collar,casado,primaria,no,977,no,sí,teléfono,2,feb,436,3,-1,0,desconocido,sí
28,technician,soltero,terciaria,no,172,sí,sí,celular,2,feb,194,2,-1,0,desconocido,no
41,blue-collar,divorciado,primaria,no,320,sí,no,celular,2,feb,844,2,252,1,fracaso,no
26,student,soltero,secundaria,no,0,no,no,celular,2,feb,1223,2,-1,0,desconocido,sí
52,admin.,casado,secundaria,no,2851,no,sí,teléfono,2,feb,35,1,-1,0,desconocido,no
28,management,soltero,terciaria,no,-328,sí,no,teléfono,2,feb,318,2,-1,0,desconocido,no
43,management,casado,primaria,no,73,no,no,celular,2,feb,182,2,-1,0,desconocido,no
45,admin.,divorciado,secundaria,no,479,no,no,celular,2,feb,83,2,-1,0,desconocido,no
36,admin.,casado,secundaria,no,304,sí,no,celular,2,feb,249,3,-1,0,desconocido,no
51,services,casado,secundaria,no,615,no,no,celular,2,feb,1110,2,-1,0,desconocido,no
45,admin.,casado,secundaria,sí,1,no,no,teléfono,2,feb,1028,2,207,1,otro,no
39,management,casado,terciaria,no,588,sí,sí,celular,2,feb,2256,2,-1,0,desconocido,no
51,technician,casado,secundaria,no,100,no,no,celular,2,feb,467,2,-1,0,desconocido,sí
40,blue-collar,casado,secundaria,sí,231,sí,no,celular,2,feb,69,3,-1,0,desconocido,no
28,admin.,casado,secundaria,no,629,no,no,celular,2,feb,160,4,-1,0,desconocido,no
38,technician,casado,secundaria,no,581,sí,no,celular,2,feb,223,2,272,1,fracaso,no
30,services,soltero,secundaria,no,3485,no,no,celular,2,feb,142,2,-1,0,desconocido,no
34,unemployed,soltero,secundaria,no,847,no,no,celular,2,feb,684,2,-1,0,desconocido,no
32,technician,soltero,terciaria,no,1534,no,no,celular,2,feb,199,2,-1,0,desconocido,no
47,entrepreneur,divorciado,secundaria,no,186,no,no,celular,2,feb,112,2,-1,0,desconocido,no
37,self-employed,divorciado,secundaria,no,1082,no,no,celular,2,feb,127,3,5,5,otro,no
46,blue-collar,casado,secundaria,no,-221,sí,sí,celular,2,feb,219,2,244,1,fracaso,no
55,blue-collar,casado,primaria,no,145,no,no,teléfono,2,feb,59,3,5,2,otro,no
53,blue-collar,divorciado,primaria,no,-1,sí,no,celular,2,feb,138,3,5,1,otro,no
29,technician,divorciado,secundaria,no,-95,sí,no,celular,2,feb,42,7,228,1,otro,no
35,management,soltero,desconocido,no,342,no,sí,celular,2,feb,427,4,-1,0,desconocido,no
51,blue-collar,casado,primaria,no,2095,sí,sí,celular,2,feb,438,4,-1,0,desconocido,no
27,student,soltero,terciaria,no,24,sí,no,celular,2,feb,344,2,-1,0,desconocido,no
49,management,casado,secundaria,no,466,no,no,celular,2,feb,21,3,-1,0,desconocido,no
33,services,casado,secundaria,no,317,sí,no,celular,2,feb,141,4,201,1,otro,no
29,student,soltero,terciaria,no,1679,no,no,celular,2,feb,485,2,-1,0,desconocido,no
50,technician,divorciado,secundaria,no,8,no,no,celular,2,feb,171,2,5,1,otro,no
31,management,casado,terciaria,no,40,no,no,celular,2,feb,118,2,-1,0,desconocido,no
44,technician,divorciado,terciaria,no,245,sí,no,celular,2,feb,347,2,-1,0,desconocido,no
46,technician,casado,secundaria,no,317,sí,sí,celular,2,feb,24,7,250,1,fracaso,no
37,technician,casado,terciaria,no,0,sí,no,celular,2,feb,440,2,-1,0,desconocido,no
48,management,casado,terciaria,no,7289,sí,no,celular,2,feb,316,3,-1,0,desconocido,no
65,retired,casado,terciaria,no,1948,no,no,celular,2,feb,102,2,-1,0,desconocido,no
37,management,casado,desconocido,no,247,no,no,celular,2,feb,192,2,208,1,fracaso,no
27,student,soltero,desconocido,no,1444,no,no,celular,2,feb,248,2,-1,0,desconocido,no
36,admin.,casado,secundaria,no,606,sí,no,celular,2,feb,102,2,-1,0,desconocido,no
35,admin.,casado,secundaria,no,287,sí,no,celular,2,feb,115,3,245,8,fracaso,no
58,retired,divorciado,secundaria,no,8266,sí,no,celular,2,feb,98,2,271,1,fracaso,no
46,technician,casado,secundaria,no,1028,sí,no,celular,2,feb,96,2,208,1,fracaso,no
55,admin.,soltero,secundaria,sí,986,no,sí,celular,2,feb,12,3,-1,0,desconocido,no
28,unemployed,casado,primaria,no,7459,sí,no,celular,2,feb,981,5,269,2,fracaso,sí
40,technician,divorciado,secundaria,no,93,no,no,celular,2,feb,123,2,-1,0,desconocido,no
35,management,casado,terciaria,no,194,no,no,celular,2,feb,56,2,-1,0,desconocido,no
37,admin.,casado,secundaria,no,2254,no,no,teléfono,2,feb,233,2,-1,0,desconocido,no
59,entrepreneur,divorciado,secundaria,no,0,no,sí,celular,2,feb,69,2,-1,0,desconocido,no
50,technician,divorciado,secundaria,no,0,no,no,celular,2,feb,91,2,-1,0,desconocido,no
65,retired,casado,primaria,no,1343,no,no,teléfono,2,feb,468,2,-1,0,desconocido,no
55,blue-collar,casado,secundaria,no,754,no,no,celular,2,feb,218,3,-1,0,desconocido,no
49,technician,casado,secundaria,no,1811,sí,sí,celular,2,feb,168,2,245,1,otro,no
65,retired,casado,terciaria,no,162,no,no,celular,2,feb,141,2,-1,0,desconocido,no
52,services,casado,secundaria,no,820,sí,no,celular,2,feb,135,2,-1,0,desconocido,no
35,blue-collar,casado,primaria,no,0,sí,sí,celular,2,feb,698,2,271,2,otro,no
35,admin.,casado,secundaria,no,220,sí,no,celular,2,feb,153,4,244,13,fracaso,no
33,management,soltero,terciaria,no,0,sí,no,celular,2,feb,116,3,-1,0,desconocido,no
39,technician,soltero,terciaria,no,5803,no,no,celular,2,feb,83,3,-1,0,desconocido,no
29,management,soltero,terciaria,no,2439,no,no,celular,2,feb,263,2,-1,0,desconocido,no
37,management,casado,terciaria,no,751,sí,no,celular,2,feb,186,4,-1,0,desconocido,no
42,management,casado,terciaria,no,11093,no,no,celular,2,feb,156,2,-1,0,desconocido,no
37,technician,casado,secundaria,no,318,no,no,celular,2,feb,167,1,187,2,fracaso,no
31,management,soltero,terciaria,no,112,sí,no,celular,2,feb,159,2,271,1,fracaso,no
31,management,soltero,terciaria,no,3295,no,no,celular,2,feb,845,2,-1,0,desconocido,no
37,management,casado,terciaria,no,4089,sí,no,celular,2,feb,289,2,174,4,otro,sí
37,blue-collar,casado,primaria,no,643,sí,sí,celular,2,feb,81,3,269,3,otro,no
42,blue-collar,casado,primaria,no,718,no,no,celular,2,feb,556,2,-1,0,desconocido,no
45,technician,casado,secundaria,no,0,sí,sí,teléfono,2,feb,111,2,208,1,fracaso,no
54,management,casado,terciaria,no,67,sí,no,celular,2,feb,161,3,73,1,otro,no
35,technician,casado,terciaria,no,633,sí,sí,celular,2,feb,76,3,5,3,otro,no
31,services,soltero,terciaria,no,620,no,no,celular,2,feb,189,1,-1,0,desconocido,no
39,blue-collar,soltero,secundaria,no,-480,sí,sí,celular,2,feb,147,2,252,3,otro,no
42,services,casado,primaria,no,124,sí,no,celular,2,feb,164,2,262,2,fracaso,no
29,technician,soltero,secundaria,no,286,no,no,teléfono,2,feb,70,2,-1,0,desconocido,no
33,services,divorciado,secundaria,no,69,sí,no,celular,2,feb,300,2,-1,0,desconocido,no
33,management,soltero,terciaria,no,153,sí,no,celular,2,feb,405,1,-1,0,desconocido,no
36,management,casado,terciaria,no,806,sí,no,celular,3,feb,106,2,259,1,fracaso,no
34,admin.,divorciado,secundaria,no,66,no,no,celular,3,feb,11,6,-1,0,desconocido,no
54,technician,divorciado,secundaria,no,0,sí,sí,celular,3,feb,62,2,203,5,fracaso,no
49,management,divorciado,terciaria,no,4961,sí,no,celular,3,feb,298,2,231,1,fracaso,no
36,services,soltero,secundaria,no,528,no,no,celular,3,feb,225,2,-1,0,desconocido,no
47,services,casado,secundaria,no,1160,sí,no,celular,3,feb,117,2,221,4,fracaso,no
33,services,casado,secundaria,no,312,sí,sí,celular,3,feb,7,8,-1,0,desconocido,no
35,management,soltero,terciaria,no,539,sí,no,celular,3,feb,198,2,267,1,otro,no
41,blue-collar,casado,secundaria,no,0,sí,no,celular,3,feb,182,2,-1,0,desconocido,no
26,services,soltero,terciaria,no,2803,no,no,celular,3,feb,11,7,-1,0,desconocido,no
36,services,soltero,secundaria,no,774,sí,no,celular,3,feb,231,2,259,1,fracaso,no
33,management,casado,terciaria,no,644,sí,sí,celular,3,feb,124,2,271,2,fracaso,no
36,services,soltero,secundaria,no,5315,sí,no,celular,3,feb,43,4,-1,0,desconocido,no
60,retired,casado,secundaria,no,0,no,no,celular,3,feb,149,1,-1,0,desconocido,no
59,housemaid,casado,primaria,no,182,no,no,celular,3,feb,133,1,-1,0,desconocido,no
60,services,casado,secundaria,no,594,sí,no,celular,3,feb,35,7,265,5,otro,no
33,management,casado,terciaria,no,0,no,no,celular,3,feb,624,1,-1,0,desconocido,no
36,blue-collar,casado,secundaria,no,414,no,no,celular,3,feb,136,3,-1,0,desconocido,no
54,blue-collar,casado,secundaria,no,5372,sí,no,teléfono,3,feb,221,2,-1,0,desconocido,no
25,management,soltero,terciaria,no,2305,no,no,celular,3,feb,207,1,-1,0,desconocido,no
26,management,soltero,terciaria,no,1720,no,no,celular,3,feb,383,1,-1,0,desconocido,no
53,blue-collar,casado,secundaria,no,6112,no,no,celular,3,feb,211,1,-1,0,desconocido,sí
31,blue-collar,casado,terciaria,no,433,no,sí,celular,3,feb,114,1,-1,0,desconocido,no
32,self-employed,casado,terciaria,no,428,no,sí,celular,3,feb,142,2,-1,0,desconocido,no
43,services,soltero,secundaria,no,21,no,no,celular,3,feb,203,3,-1,0,desconocido,no
31,admin.,soltero,secundaria,no,8626,no,no,celular,3,feb,155,1,-1,0,desconocido,no
53,technician,casado,secundaria,no,5797,sí,no,celular,3,feb,267,4,-1,0,desconocido,no
51,services,casado,secundaria,no,867,sí,no,celular,3,feb,177,2,211,3,fracaso,no
25,technician,soltero,secundaria,no,582,no,sí,celular,3,feb,438,1,-1,0,desconocido,no
36,management,soltero,terciaria,no,-679,sí,sí,celular,3,feb,110,1,-1,0,desconocido,no
